,title,rating
9259,Watership Down (1978),4.999375078115236
3765,Harold and Maude (1971),4.999375078115236
6259,"Omega Man, The (1971)",4.999375078115236
1825,Clerks (1994),4.999375078115236
6929,Raising Arizona (1987),4.999375078115236
1280,Bottle Rocket (1996),4.999375078115236
1416,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",4.999375078115236
8455,The Golden Voyage of Sinbad (1973),4.999375078115236
6839,Pulp Fiction (1994),4.999375078115236
2997,Fight Club (1999),4.999375078115236
6918,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.999375078115236
5305,Mad Max Beyond Thunderdome (1985),4.999375078115236
3549,Goodfellas (1990),4.999375078115236
3318,Gangs of New York (2002),4.999285816311955
2306,Delicatessen (1991),4.999285816311955
4814,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),4.999285816311955
6159,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.999285816311955
2717,Empire of the Sun (1987),4.999285816311955
7230,Rosemary's Baby (1968),4.999285816311955
5186,"Lord of the Rings: The Two Towers, The (2002)",4.999285816311955
8295,Taxi Driver (1976),4.999285816311955
4953,Lawrence of Arabia (1962),4.999285816311955
8171,Suspiria (1977),4.999285816311955
865,Battleship Potemkin (1925),4.999285816311955
1835,"Clockwork Orange, A (1971)",4.999285816311955
6481,Paths of Glory (1957),4.999285816311955
1732,Chinatown (1974),4.999285816311955
481,And Your Mother Too (Y tu mamá también) (2001),4.999285816311955
9126,Vertigo (1958),4.999285816311955
2738,"English Patient, The (1996)",4.999285816311955
8330,Terminator 2: Judgment Day (1991),4.533031131257916
7361,Saving Private Ryan (1998),4.533031131257916
6641,Planet of the Apes (1968),4.533031131257916
2151,"Dark Crystal, The (1982)",4.533031131257916
331,Aliens (1986),4.533031131257916
1334,Brazil (1985),4.533031131257916
9002,Unbreakable (2000),4.533031131257916
8334,"Terminator, The (1984)",4.533031131257916
7051,Reservoir Dogs (1992),4.533031131257916
560,Apocalypse Now (1979),4.466368908739416
2815,"Evil Dead, The (1981)",4.466368908739416
7969,Star Wars: Episode V - The Empire Strikes Back (1980),4.466368908739416
3626,Gremlins (1984),4.466368908739416
1283,Bound (1996),4.066395573628425
1111,Black Hawk Down (2001),4.066395573628425
6735,Predator (1987),4.066395573628425
5491,"Matrix, The (1999)",4.066395573628425
6006,Near Dark (1987),4.066395573628425
1640,"Cell, The (2000)",4.066395573628425
1140,Blade (1998),4.066395573628425
1141,Blade II (2002),4.066395573628425
327,Alien Nation (1988),4.066395573628425
1147,"Blair Witch Project, The (1999)",4.066395573628425
8945,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.9997333511099256
8722,Time Bandits (1981),3.9997333511099256
1541,Cape Fear (1962),3.9997333511099256
5304,Mad Max (1979),3.9997333511099256
7700,"Sixth Sense, The (1999)",3.9997333511099256
2150,Dark City (1998),3.9997333511099256
5451,Mars Attacks! (1996),3.9997333511099256
7966,Star Wars: Episode II - Attack of the Clones (2002),3.9997333511099256
7161,RoboCop (1987),3.9997333511099256
326,Alien (1979),3.9997333511099256
5199,"Lost Boys, The (1987)",3.9997333511099256
2928,Fargo (1996),3.9997333511099256
7023,Reign of Fire (2002),3.9997333511099256
4380,Interview with the Vampire: The Vampire Chronicles (1994),3.9997333511099256
3627,Gremlins 2: The New Batch (1990),3.9997333511099256
7726,Sleepy Hollow (1999),3.9997333511099256
7955,Star Trek II: The Wrath of Khan (1982),3.9997333511099256
3238,From Dusk Till Dawn (1996),3.9995000624921886
7875,Species (1995),3.9995000624921886
1852,Clueless (1995),3.9995000624921886
5770,Moonraker (1979),3.9995000624921886
6562,Phantasm (1979),3.9995000624921886
836,Batman Returns (1992),3.9995000624921886
8345,"Texas Chainsaw Massacre, The (1974)",3.9995000624921886
801,Barb Wire (1996),3.9995000624921886
9145,Village of the Damned (1960),3.9995000624921886
5284,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),3.9995000624921886
2311,Deliverance (1972),3.9995000624921886
403,American Beauty (1999),3.9995000624921886
2980,"Femme Nikita, La (Nikita) (1990)",3.9995000624921886
5403,"Man with the Golden Gun, The (1974)",3.9995000624921886
5416,Manhunter (1986),3.9995000624921886
6822,"Prophecy, The (1995)",3.9995000624921886
2824,Excalibur (1981),3.9995000624921886
3029,Firestarter (1984),3.9995000624921886
284,Air Force One (1997),3.9995000624921886
2814,Evil Dead II (Dead by Dawn) (1987),3.9995000624921886
9146,Village of the Damned (1995),3.9995000624921886
9143,"View to a Kill, A (1985)",3.9995000624921886
1921,Conan the Destroyer (1984),3.9995000624921886
7698,Six-String Samurai (1998),3.9995000624921886
5182,Lord of the Flies (1990),3.9995000624921886
2054,"Crow, The (1994)",3.9995000624921886
7746,Smilla's Sense of Snow (1997),3.9995000624921886
5551,Memento (2000),3.9995000624921886
5561,Men in Black (a.k.a. MIB) (1997),3.9995000624921886
4326,Indiana Jones and the Last Crusade (1989),3.9995000624921886
2405,Dirty Rotten Scoundrels (1988),3.9995000624921886
3133,Forbidden Planet (1956),3.9995000624921886
2776,Escape from the Planet of the Apes (1971),3.9995000624921886
5144,Logan's Run (1976),3.9995000624921886
5648,Mimic (1997),3.9995000624921886
2798,Event Horizon (1997),3.9995000624921886
3240,From Hell (2001),3.9995000624921886
3335,Gattaca (1997),3.9995000624921886
1044,"Big Lebowski, The (1998)",3.9995000624921886
6485,Patriot Games (1992),3.9995000624921886
3862,Hellraiser (1987),3.9995000624921886
3640,Groundhog Day (1993),3.9995000624921886
8721,Time After Time (1979),3.9995000624921886
5854,Mulholland Drive (2001),3.9995000624921886
4952,"Lawnmower Man, The (1992)",3.9995000624921886
1112,"Black Hole, The (1979)",3.9995000624921886
4849,Labyrinth (1986),3.9995000624921886
8201,Swingers (1996),3.9995000624921886
7980,Starship Troopers (1997),3.9995000624921886
3639,Grosse Pointe Blank (1997),3.9995000624921886
5056,Lifeforce (1985),3.9995000624921886
1689,Chasing Amy (1997),3.9995000624921886
7211,Romy and Michele's High School Reunion (1997),3.9995000624921886
63,2 Days in the Valley (1996),3.9995000624921886
3515,Goldfinger (1964),3.9995000624921886
1800,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3.9995000624921886
942,Being John Malkovich (1999),3.9995000624921886
1580,Carrie (1976),3.9995000624921886
3514,GoldenEye (1995),3.9995000624921886
1219,Blue Velvet (1986),3.9995000624921886
2525,Dracula (Bram Stoker's Dracula) (1992),3.9995000624921886
2517,Dr. No (1962),3.9995000624921886
2561,Dragonslayer (1981),3.9995000624921886
3485,"Godfather: Part II, The (1974)",3.9995000624921886
2613,Dune (1984),3.9995000624921886
3144,Forrest Gump (1994),3.9994286530495646
4939,"Last of the Mohicans, The (1992)",3.9994286530495646
7784,Solaris (2002),3.9994286530495646
8068,Strangers on a Train (1951),3.9994286530495646
2204,"Day the Earth Stood Still, The (1951)",3.9994286530495646
6973,Rear Window (1954),3.9994286530495646
9415,"Wicker Man, The (1973)",3.9994286530495646
220,Adaptation (2002),3.9994286530495646
442,"American Werewolf in London, An (1981)",3.9994286530495646
1091,"Birds, The (1963)",3.9994286530495646
6844,Pumpkin (2002),3.9994286530495646
2070,"Crying Game, The (1992)",3.9994286530495646
1620,Catch Me If You Can (2002),3.9994286530495646
4492,Jacob's Ladder (1990),3.9994286530495646
3796,"Haunting, The (1963)",3.9994286530495646
1535,Candyman (1992),3.9994286530495646
7720,Sleeper (1973),3.9994286530495646
1274,Born on the Fourth of July (1989),3.9994286530495646
3873,Henry V (1989),3.9994286530495646
1092,Birdy (1984),3.9994286530495646
5961,Mystery Science Theater 3000: The Movie (1996),3.9994286530495646
7730,Sling Blade (1996),3.9994286530495646
2674,Eight Legged Freaks (2002),3.9994286530495646
1594,Casino (1995),3.9994286530495646
8213,Sydney (Hard Eight) (1996),3.9994286530495646
233,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3.9994286530495646
2923,Far from Heaven (2002),3.9994286530495646
1707,Chicago (2002),3.9994286530495646
1333,Braveheart (1995),3.9994286530495646
6903,Rabbit-Proof Fence (2002),3.9994286530495646
6602,Pink Floyd: The Wall (1982),3.9994286530495646
4836,L.A. Confidential (1997),3.9994286530495646
1390,Bringing Out the Dead (1999),3.9994286530495646
2478,Donnie Darko (2001),3.9994286530495646
1266,"Boot, Das (Boat, The) (1981)",3.9994286530495646
6582,Pi (1998),3.9994286530495646
7520,Shadow of a Doubt (1943),3.9994286530495646
379,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",3.9994286530495646
3234,"Frighteners, The (1996)",3.9994286530495646
7522,Shadow of the Vampire (2000),3.9994286530495646
5672,Misery (1990),3.9994286530495646
6353,"Others, The (2001)",3.9994286530495646
190,About Schmidt (2002),3.9994286530495646
9496,Witness (1985),3.9994286530495646
5656,Minority Report (2002),3.9994286530495646
3618,"Green Mile, The (1999)",3.9994286530495646
5749,Monster's Ball (2001),3.9994286530495646
1941,Contact (1997),3.9994286530495646
4006,Hope and Glory (1987),3.9994286530495646
8684,Three Kings (1999),3.9994286530495646
4093,"Howling, The (1980)",3.9994286530495646
2760,Eraserhead (1977),3.9994286530495646
3835,Heavenly Creatures (1994),3.9994286530495646
9675,eXistenZ (1999),3.9994286530495646
4096,"Hudsucker Proxy, The (1994)",3.9994286530495646
6644,Platoon (1986),3.9994286530495646
3692,Halloween (1978),3.9994286530495646
7970,Star Wars: Episode VI - Return of the Jedi (1983),3.933071128591427
7968,Star Wars: Episode IV - A New Hope (1977),3.933071128591427
6830,Psycho (1960),3.933071128591427
74,2001: A Space Odyssey (1968),3.933071128591427
4513,Jaws (1975),3.933071128591427
1589,Casablanca (1942),3.933071128591427
8618,They Live (1988),3.533097793480434
6260,"Omen, The (1976)",3.533097793480434
3306,Galaxy Quest (1999),3.533097793480434
2384,Die Hard (1988),3.533097793480434
433,American Psycho (2000),3.533097793480434
7977,Stargate (1994),3.533097793480434
5861,"Mummy, The (1999)",3.533097793480434
7889,Spider-Man (2002),3.533097793480434
201,"Abyss, The (1989)",3.466435570961935
8815,Total Recall (1990),3.466435570961935
8151,Superman (1978),3.466435570961935
3828,Heat (1995),3.466435570961935
9617,Young Frankenstein (1974),3.466435570961935
177,A.I. Artificial Intelligence (2001),3.466435570961935
6689,Poltergeist (1982),3.466435570961935
2627,E.T. the Extra-Terrestrial (1982),3.3997733484434365
2317,Demolition Man (1993),3.066462235850943
7416,Scream 2 (1997),3.066462235850943
7956,Star Trek III: The Search for Spock (1984),2.999800013332444
8152,Superman II (1980),2.999800013332444
9577,X-Men (2000),2.999800013332444
4644,Jurassic Park (1993),2.999800013332444
6642,Planet of the Apes (2001),2.999800013332444
4669,K-PAX (2001),2.999800013332444
7763,Sneakers (1992),2.999800013332444
3078,Flight of the Navigator (1986),2.999800013332444
3680,Hackers (1995),2.9996250468691414
2889,Fallen (1998),2.9996250468691414
290,Airplane! (1980),2.9996250468691414
9311,Westworld (1973),2.9996250468691414
332,Alien³ (a.k.a. Alien 3) (1992),2.9996250468691414
7562,"Shawshank Redemption, The (1994)",2.9996250468691414
4531,"Jerk, The (1979)",2.9996250468691414
5439,"Mariachi, El (1992)",2.9996250468691414
4470,JFK (1991),2.9996250468691414
6857,"Puppet Masters, The (1994)",2.9996250468691414
6099,"Nightmare on Elm Street, A (1984)",2.9996250468691414
3571,"Graduate, The (1967)",2.9996250468691414
2984,Ferris Bueller's Day Off (1986),2.9996250468691414
2338,Desperado (1995),2.9996250468691414
3555,"Goonies, The (1985)",2.9996250468691414
4458,"It's a Mad, Mad, Mad, Mad World (1963)",2.9996250468691414
3905,High Fidelity (2000),2.9996250468691414
5010,Lethal Weapon (1987),2.9996250468691414
1937,Conquest of the Planet of the Apes (1972),2.9996250468691414
7740,Small Soldiers (1998),2.9996250468691414
5011,Lethal Weapon 2 (1989),2.9996250468691414
5162,"Long Kiss Goodnight, The (1996)",2.9996250468691414
2015,"Creature from the Black Lagoon, The (1954)",2.9996250468691414
1066,Bill & Ted's Excellent Adventure (1989),2.9996250468691414
5602,Michael Collins (1996),2.9996250468691414
4291,In the Line of Fire (1993),2.9996250468691414
8984,U-571 (2000),2.9996250468691414
6665,Point Break (1991),2.9996250468691414
7850,"South Park: Bigger, Longer and Uncut (1999)",2.9996250468691414
2670,Edward Scissorhands (1990),2.9996250468691414
9499,"Wizard of Oz, The (1939)",2.9996250468691414
6487,"Patriot, The (2000)",2.9996250468691414
7869,Spartacus (1960),2.9996250468691414
1003,Beverly Hills Cop (1984),2.9996250468691414
957,Ben-Hur (1959),2.9996250468691414
857,Battle for the Planet of the Apes (1973),2.9996250468691414
2477,Donnie Brasco (1997),2.9996250468691414
8837,Toy Story 2 (1999),2.9996250468691414
4116,"Hunt for Red October, The (1990)",2.9996250468691414
3100,"Fly, The (1986)",2.9996250468691414
2403,Dirty Harry (1971),2.9996250468691414
9447,Willy Wonka & the Chocolate Factory (1971),2.9996250468691414
6801,Problem Child (1990),2.9996250468691414
4420,"Iron Giant, The (1999)",2.9996250468691414
5467,"Mask of Zorro, The (1998)",2.9996250468691414
7163,RoboCop 2 (1990),2.9996250468691414
3495,Godzilla (Gojira) (1954),2.9996250468691414
3486,"Godfather: Part III, The (1990)",2.9996250468691414
75,2010: The Year We Make Contact (1984),2.9996250468691414
4396,Invasion of the Body Snatchers (1956),2.9996250468691414
7164,RoboCop 3 (1993),2.9996250468691414
6782,"Princess Bride, The (1987)",2.9996250468691414
4820,Krull (1983),2.9996250468691414
1154,Blazing Saddles (1974),2.9996250468691414
2386,Die Hard: With a Vengeance (1995),2.9996250468691414
3922,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.9996250468691414
9446,Willow (1988),2.9996250468691414
5479,Masters of the Universe (1987),2.9996250468691414
2137,"Dangerous Lives of Altar Boys, The (2002)",2.9995714897871735
3290,"Fury, The (1978)",2.9995714897871735
7962,Star Trek: Generations (1994),2.9995714897871735
5799,"Mothman Prophecies, The (2002)",2.9995714897871735
7647,Signs (2002),2.9995714897871735
7658,Silver Bullet (Stephen King's Silver Bullet) (1985),2.9995714897871735
576,Arachnophobia (1990),2.9995714897871735
2873,Face/Off (1997),2.9995714897871735
3189,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",2.9995714897871735
7858,Space Cowboys (2000),2.9995714897871735
767,Bad Taste (1987),2.9995714897871735
1710,Child's Play (1988),2.9995714897871735
4365,Insomnia (2002),2.9995714897871735
8059,Strange Days (1995),2.9995714897871735
745,Backbeat (1993),2.9995714897871735
3474,Go (1999),2.9995714897871735
3770,Harry Potter and the Chamber of Secrets (2002),2.9995714897871735
458,Amores Perros (Love's a Bitch) (2000),2.9995714897871735
3414,Ghostbusters II (1989),2.9995714897871735
659,Attack of the Killer Tomatoes! (1978),2.9995714897871735
4520,Jeepers Creepers (2001),2.9995714897871735
3099,"Fly, The (1958)",2.9995714897871735
2297,Deep Impact (1998),2.9995714897871735
2000,"Craft, The (1996)",2.9995714897871735
4667,K-19: The Widowmaker (2002),2.9995714897871735
7119,"Ring, The (2002)",2.9995714897871735
7415,Scream (1996),2.9995714897871735
7151,Rob Roy (1995),2.9995714897871735
5179,Lord of Illusions (1995),2.9995714897871735
5204,"Lost World: Jurassic Park, The (1997)",2.9995714897871735
2523,Dracula (1931),2.9995714897871735
7274,"Running Man, The (1987)",2.9995714897871735
5119,Little Shop of Horrors (1986),2.9331377908139453
3413,Ghostbusters (a.k.a. Ghost Busters) (1984),2.9331377908139453
1862,Cocoon (1985),2.9331377908139453
3265,"Fugitive, The (1993)",2.9331377908139453
7960,Star Trek VI: The Undiscovered Country (1991),2.9331377908139453
4748,King Kong (1933),2.9331377908139453
9575,"X-Files: Fight the Future, The (1998)",2.9331377908139453
1836,Close Encounters of the Third Kind (1977),2.8664755682954466
7186,"Rocky Horror Picture Show, The (1975)",2.5331644557029525
4319,Independence Day (a.k.a. ID4) (1996),2.5331644557029525
3215,Friday the 13th (1980),2.5331644557029525
7862,Spaceballs (1987),2.4665022331844537
7965,Star Wars: Episode I - The Phantom Menace (1999),2.4665022331844537
3725,Hannibal (2001),2.4665022331844537
7961,Star Trek: First Contact (1996),2.4665022331844537
7957,Star Trek IV: The Voyage Home (1986),2.4665022331844537
9504,Wolf (1994),2.4665022331844537
5120,"Little Shop of Horrors, The (1960)",2.4665022331844537
743,Back to the Future Part III (1990),2.3998400106659554
8641,"Third Man, The (1949)",2.3998400106659554
742,Back to the Future Part II (1989),2.3998400106659554
6035,"NeverEnding Story, The (1984)",1.9997500312460943
7880,Speed (1994),1.9997500312460943
1065,Bill & Ted's Bogus Journey (1991),1.9997500312460943
5468,"Mask, The (1994)",1.9997500312460943
5675,Miss Congeniality (2000),1.9997500312460943
8154,Superman IV: The Quest for Peace (1987),1.9997500312460943
2919,Fantastic Voyage (1966),1.9997500312460943
1709,Chicken Run (2000),1.9997500312460943
5334,Maid to Order (1987),1.9997500312460943
7184,Rocky (1976),1.9997500312460943
6709,Porky's II: The Next Day (1983),1.9997500312460943
1342,"Breakfast Club, The (1985)",1.9997500312460943
1004,Beverly Hills Cop II (1987),1.9997500312460943
5012,Lethal Weapon 3 (1992),1.9997500312460943
4327,Indiana Jones and the Temple of Doom (1984),1.9997500312460943
8630,"Thin Red Line, The (1998)",1.9997500312460943
6707,Porky's (1982),1.9997500312460943
905,Beavis and Butt-Head Do America (1996),1.9997500312460943
7805,Something Wicked This Way Comes (1983),1.9997500312460943
3524,Gone with the Wind (1939),1.9997500312460943
921,Beetlejuice (1988),1.9997500312460943
6557,Peter Pan (1953),1.9997500312460943
7176,"Rock, The (1996)",1.9997500312460943
2143,Darby O'Gill and the Little People (1959),1.9997500312460943
5759,Monty Python and the Holy Grail (1975),1.9997500312460943
6553,Pet Sematary (1989),1.9997500312460943
741,Back to the Future (1985),1.9997500312460943
7204,Romancing the Stone (1984),1.9997500312460943
3923,Highlander: Endgame (Highlander IV) (2000),1.9997500312460943
7916,Spy Game (2001),1.9997500312460943
4230,Idle Hands (1999),1.9997143265247823
7963,Star Trek: Insurrection (1998),1.9997143265247823
1441,Buffy the Vampire Slayer (1992),1.9997143265247823
880,"Beast Within, The (1982)",1.9997143265247823
2382,Die Another Day (2002),1.9997143265247823
4351,Innerspace (1987),1.933204453036464
330,Alien: Resurrection (1997),1.4665688954069727
3991,"Honey, I Blew Up the Kid (1992)",0.9998750156230471
3493,Godzilla (1998),0.9998750156230471
7068,"Return of the Pink Panther, The (1975)",0.9998750156230471
8732,Timecop (1994),0.9998750156230471
5911,My Cousin Vinny (1992),0.9998750156230471
9678,¡Three Amigos! (1986),0.9998750156230471
5690,Mission: Impossible (1996),0.9998750156230471
2052,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.9998750156230471
5761,Monty Python's Life of Brian (1979),0.9998750156230471
8834,"Toxic Avenger, The (1985)",0.9998750156230471
1565,"Care Bears Movie, The (1985)",0.9998750156230471
7859,Space Jam (1996),0.9998750156230471
7187,Rocky II (1979),0.9998750156230471
6238,"Oh, God! (1977)",0.9998750156230471
3992,"Honey, I Shrunk the Kids (1989)",0.9998750156230471
8681,Three Days of the Condor (3 Days of the Condor) (1975),0.9998750156230471
1223,"Blues Brothers, The (1980)",0.9998750156230471
4588,Johnny Mnemonic (1995),0.9998750156230471
1564,Care Bears Movie II: A New Generation (1986),0.9998750156230471
511,Animal House (1978),0.9998750156230471
8308,Teenage Mutant Ninja Turtles (1990),0.9998750156230471
1021,Big (1988),0.9998750156230471
8311,Teenage Mutant Ninja Turtles III (1993),0.9998750156230471
7902,Splash (1984),0.9998750156230471
5868,"Muppet Movie, The (1979)",0.9998750156230471
7419,Screamers (1995),0.9998750156230471
7052,Resident Evil (2002),0.9998571632623912
4158,I Know What You Did Last Summer (1997),0.9998571632623912
443,"American Werewolf in Paris, An (1997)",0.9998571632623912
7812,Son in Law (1993),0.9998571632623912
6462,Party Girl (1995),0.0
6458,Particle Fever (2013),0.0
6460,Partly Cloudy (2009),0.0
6457,"Paris, Texas (1984)",0.0
6463,Party Monster (2003),0.0
6459,Partisan (2015),0.0
7124,Rio (2011),0.0
7126,Rio Bravo (1959),0.0
6449,Parasyte: Part 1 (2014),0.0
6450,Parasyte: Part 2 (2015),0.0
6456,"Paris, I Love You (Paris, je t'aime) (2006)",0.0
6453,Parental Guidance (2012),0.0
6448,Parasite (1982),0.0
6451,"Parent Trap, The (1961)",0.0
6455,Paris Is Burning (1990),0.0
7125,Rio 2 (2014),0.0
6452,"Parent Trap, The (1998)",0.0
6454,Parenthood (1989),0.0
7127,Rio Grande (1950),0.0
6461,"Party 2, The (Boum 2, La) (1982)",0.0
7123,"Rink, The (1916)",0.0
7128,Ripley's Game (2002),0.0
7129,Rise of the Footsoldier (2007),0.0
6433,Paprika (Papurika) (2006),0.0
6447,Paranormal Activity 4 (2012),0.0
7136,"River Runs Through It, A (1992)",0.0
6423,"Paper Chase, The (1973)",0.0
6422,Paper Birds (Pájaros de papel) (2010),0.0
6421,Paparazzi (2004),0.0
6420,Panic Room (2002),0.0
6419,Panic (2000),0.0
6418,Pandorum (2009),0.0
6417,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",0.0
6416,Pan (2015),0.0
6415,Palookaville (1996),0.0
6414,Palmetto (1998),0.0
7135,Risky Business (1983),0.0
6413,"Palm Beach Story, The (1942)",0.0
6446,Paranormal Activity 3 (2011),0.0
6412,"Pallbearer, The (1996)",0.0
6411,Palindromes (2004),0.0
6410,Pale Rider (1985),0.0
6409,"Pajama Game, The (1957)",0.0
6408,Paisan (Paisà) (1946),0.0
6407,"Painted Veil, The (2006)",0.0
7137,"River Wild, The (1994)",0.0
6406,Painted Skin (2008),0.0
6405,Paint Your Wagon (1969),0.0
6404,Pain & Gain (2013),0.0
6403,Paid in Full (2002),0.0
6424,Paper Clips (2004),0.0
6425,Paper Heart (2009),0.0
6426,Paper Man (2009),0.0
6427,Paper Moon (1973),0.0
6445,Paranormal Activity 2 (2010),0.0
6444,Paranormal Activity (2009),0.0
6443,Paranoid Park (2007),0.0
6442,Paradox (2010),0.0
6441,Paradise Road (1997),0.0
7130,Rise of the Guardians (2012),0.0
6440,Paradise Now (2005),0.0
6439,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.0
6438,Paradise Lost 3: Purgatory (2011),0.0
7131,Rise of the Planet of the Apes (2011),0.0
6437,Paradise Lost 2: Revelations (2000),0.0
6436,Paradise (1982),0.0
6435,"Paradine Case, The (1947)",0.0
6434,ParaNorman (2012),0.0
7132,Risen (2016),0.0
6465,"Party, The (Boum, La) (1980)",0.0
6432,Papillon (1973),0.0
6431,Paperman (2012),0.0
6430,Paperhouse (1988),0.0
7133,Rising Sun (1993),0.0
7134,Risk (2016),0.0
6429,"Paper, The (1994)",0.0
6428,Paper Towns (2015),0.0
6464,"Party, The (1968)",0.0
7118,"Ring, The (1927)",0.0
7122,Ringu 0: Bâsudei (2000),0.0
6466,"Passage to India, A (1984)",0.0
7104,Riddick (2013),0.0
6539,"Perfect Storm, The (2000)",0.0
7105,Ride Along (2014),0.0
6538,Perfect Sense (2011),0.0
6537,"Perfect Score, The (2004)",0.0
6536,"Perfect Plan, A (Plan parfait, Un) (2012)",0.0
6535,"Perfect Murder, A (1998)",0.0
7106,Ride Along 2 (2016),0.0
7107,Ride the High Country (1962),0.0
6534,"Perfect Man, The (2005)",0.0
6533,"Perfect Getaway, A (2009)",0.0
7108,Ride with the Devil (1999),0.0
6532,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",0.0
6531,"Perfect Candidate, A (1996)",0.0
7109,Ridicule (1996),0.0
7110,Riding Giants (2004),0.0
6530,Perfect Blue (1997),0.0
6529,Perfect (1985),0.0
6528,"Perez Family, The (1995)",0.0
7111,Riding in Cars with Boys (2001),0.0
6527,Percy Jackson: Sea of Monsters (2013),0.0
6526,Percy Jackson & the Olympians: The Lightning Thief (2010),0.0
6525,"People vs. Larry Flynt, The (1996)",0.0
6524,People Will Talk (1951),0.0
6523,"People Under the Stairs, The (1991)",0.0
6522,"People That Time Forgot, The (1977)",0.0
6521,People I Know (2002),0.0
7103,Ricky Gervais Live: Animals (2003),0.0
7102,Ricky Gervais Live 3: Fame (2007),0.0
7101,Ricki and the Flash (2015),0.0
6545,Persepolis (2007),0.0
6554,Pet Sematary II (1992),0.0
7088,Revenge of the Nerds IV: Nerds in Love (1994),0.0
6552,"Pest, The (1997)",0.0
6551,"Pervert's Guide to Ideology, The (2012)",0.0
7089,Revenge of the Pink Panther (1978),0.0
6550,"Pervert's Guide to Cinema, The (2006)",0.0
7090,Reversal of Fortune (1990),0.0
6549,Persuasion (2007),0.0
6548,Persuasion (1995),0.0
7091,Revolution (1985),0.0
6547,Personal Velocity (2002),0.0
6546,Persona (1966),0.0
6544,Permanent Midnight (1998),0.0
7100,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),0.0
6543,"Perks of Being a Wallflower, The (2012)",0.0
7092,Revolution OS (2001),0.0
7093,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",0.0
6542,Perfume: The Story of a Murderer (2006),0.0
6541,Performance (1970),0.0
7094,Revolutionary Road (2008),0.0
7095,Revolver (2005),0.0
7096,"Rewrite, The (2014)",0.0
7097,Richard III (1995),0.0
6540,"Perfect World, A (1993)",0.0
7098,Richard Pryor Live on the Sunset Strip (1982),0.0
7099,Richie Rich (1994),0.0
